title,release_date,popularity,vote_average,runtime,genres,on_netflix
Final Accord,1936-06-26,0.083733,6.5,100.0,"Music, Drama",False
Pillars of Society,1935-12-21,0.001293,0.0,78.0,Drama,False
The Girl from the Marsh Croft,1935-09-10,0.036702,8.0,82.0,Drama,False
La Habanera,1937-12-18,0.869722,6.0,98.0,Drama,False
Deck the Halls,2011-12-20,0.36799,3.5,88.0,"Action, Drama, Mystery, TV Movie",False
One. Two. One,2011-01-01,0.318892,5.0,79.0,,False
Cure: The Life of Another,2014-08-16,0.169939,6.2,83.0,"War, Mystery, Thriller",False
Library Wars,2013-04-26,0.433843,5.5,128.0,"Romance, Action, Fantasy",False
Ditto,2000-05-27,0.234961,6.4,112.0,"Fantasy, Drama, Science Fiction, Romance",False
Victor Frankenstein,2015-11-10,9.447808,5.6,109.0,"Drama, Science Fiction, Thriller",False
Rembetiko,1983-01-01,0.569754,7.6,110.0,Drama,False
Sholem Aleichem: Laughing In The Darkness,2012-02-24,0.086226,7.0,93.0,Documentary,False
Broadway Musicals: A Jewish Legacy,2013-01-01,0.026866,0.0,90.0,Documentary,False
The Fall of the Essex Boys,2012-02-07,0.778634,4.5,87.0,Crime,False
Every Little Thing,1997-03-05,0.038727,5.0,105.0,,False
Three Miles North of Molkom,2008-04-18,0.154914,6.0,107.0,Documentary,False
Animalympics,1980-02-01,1.16106,5.6,78.0,"Comedy, Animation, Family",False
The Sensuous Nurse,1975-12-19,1.592784,6.4,90.0,Comedy,False
4 Minute Mile,2014-06-05,2.131265,5.5,96.0,Drama,False
Get a Clue,2002-01-01,2.968976,4.9,83.0,"Comedy, Family, Mystery, TV Movie",False
Questi fantasmi,1962-01-29,0.002681,0.0,95.0,Comedy,False
Sogno di una notte di mezza sbornia,1959-10-28,0.035269,0.0,95.0,,False
Industrial Soundtrack for the Urban Decay,2015-05-08,0.091919,8.0,52.0,"Music, Documentary",False
The Last House on the Beach,1978-04-20,0.002317,5.0,86.0,"Drama, Horror, Thriller, Crime, Foreign",False
Theeb‎‎,2014-09-04,2.469425,6.6,100.0,"Adventure, Drama, Thriller",False
California City,2014-10-24,0.104996,5.5,84.0,"Drama, Documentary",False
Journey to Space,2015-02-13,0.801267,6.3,42.0,Documentary,False
The Widow Couderc,1971-09-15,1.211223,7.1,92.0,"Action, Drama, Romance",False
Manjhi The Mountain Man,2015-08-21,0.925847,6.8,121.0,Drama,False
Masaan,2015-05-19,3.042652,6.9,109.0,"Drama, Romance",False
Homies,2015-01-22,0.487434,4.6,0.0,Comedy,False
Uomo e galantuomo,1975-12-26,5.3e-05,0.0,95.0,Comedy,False
The Divine Weapon,2008-09-04,0.54013,6.5,134.0,"Action, Adventure, Drama, Foreign, History",False
The Fascist,1961-08-05,0.575828,5.4,100.0,Comedy,False
Crazy Desire,1962-07-31,0.407932,6.3,110.0,"Romance, Comedy, Drama",False
The Black Sheep,1968-11-09,0.620422,0.0,110.0,Comedy,False
I Married You For Fun,1967-08-30,0.001332,0.0,100.0,,False
How I Learned to Love Women,1966-11-02,0.919882,7.0,110.0,Comedy,False
El Greco,1966-08-15,0.177674,0.0,95.0,"Drama, History",False
Carmen & Geoffrey,2005-02-04,0.003427,0.0,80.0,,False
Being Evel,2015-01-23,1.197099,7.1,100.0,"History, Documentary",False
Sujata,1960-01-01,0.259973,5.0,161.0,"Drama, Foreign, Romance",False
Devdas,1955-01-01,0.295098,4.1,159.0,"Music, Drama, Romance",False
The Courageous Heart of Irena Sendler,2009-04-19,5.448612,6.6,95.0,"Drama, War",False
Losers Take All,2013-10-25,0.711452,6.0,0.0,Comedy,False
The One That Got Away,1957-11-22,0.874367,7.0,106.0,"Drama, History, War",False
Salem Falls,2011-11-19,0.811679,5.1,84.0,"Crime, Drama, TV Movie",False
Sharpe's Challenge,2006-04-23,4.234721,6.3,138.0,"Action, Adventure, War, History",False
Ferat Vampire,1982-05-01,0.105577,6.5,93.0,"Mystery, Science Fiction, Horror",False
Go Away Mr. Tumor,2015-08-14,1.100294,6.0,128.0,"Comedy, Romance",False
Brothers,2015-08-14,1.74416,6.3,156.0,"Family, Action, Drama",True
FAQs,2005-07-16,0.166635,5.3,90.0,Drama,False
The Iceman and the Psychiatrist,2004-06-01,0.160322,8.0,48.0,"Crime, Documentary, Thriller",False
Dave Attell: Road Work,2014-04-13,0.173142,8.8,42.0,Comedy,False
Guardians,2017-02-14,10.830129,4.4,100.0,"Action, Fantasy, Science Fiction",False
Green Snake,1993-04-10,1.189603,7.9,99.0,"Action, Fantasy, Foreign, Romance, Science Fiction",False
Nuts in May,1976-01-13,0.934801,7.1,84.0,Comedy,False
The Short & Curlies,1987-01-01,0.351367,6.0,18.0,Comedy,False
The Terror Live,2013-07-31,2.973751,7.1,97.0,"Action, Crime, Thriller",False
The Angrez,2006-06-02,0.34064,6.9,110.0,Comedy,False
Alibi Ike,1935-06-15,0.668997,0.0,72.0,"Comedy, Romance",False
Ab Tak Chhappan,2004-02-27,0.698803,6.3,0.0,"Crime, Drama",False
Taxi No. 9 2 11: Nau Do Gyarah,2006-02-24,1.082981,6.7,116.0,,False
Arthur 3: The War of the Two Worlds,2010-08-22,11.371222,5.4,101.0,"Animation, Adventure, Fantasy, Family",False
Beau Geste,1926-08-24,0.351047,5.0,102.0,,False
Bloodwork,2012-05-10,1.099911,4.3,100.0,"Horror, Thriller",False
Body Slam,1987-05-21,1e-06,4.7,89.0,"Comedy, Music",False
Captive,2012-09-05,0.660969,5.9,120.0,"Drama, Thriller",False
Cheyenne,1947-06-06,0.382681,0.0,99.0,Western,False
Close to My Heart,1951-10-01,0.307726,6.5,90.0,Drama,False
"Get Smart, Again!",1989-02-26,2.278459,4.1,96.0,"Action, Comedy, Family",False
OPA!,2005-11-13,1.218763,5.0,100.0,"Comedy, Foreign, Romance",False
Thumb Tripping,1972-10-01,0.003076,0.0,94.0,Drama,False
The Harrad Experiment,1973-05-11,0.952641,2.5,95.0,"Drama, Romance",False
Corleone,1978-01-02,0.817751,7.0,108.0,"Crime, Thriller",False
The Last House on Dead End Street,1973-01-01,1.191593,4.8,78.0,Horror,False
Death of a Doctor,1991-01-01,0.000808,0.0,122.0,Drama,False
Cry of the Wounded,1980-01-01,0.001586,7.3,144.0,Drama,False
The Wistful Widow of Wagon Gap,1947-10-07,0.196905,6.8,78.0,"Comedy, Family, Western",False
The Greatest Ears in Town: The Arif Mardin Story,2010-06-15,0.008663,0.0,100.0,,False
Petunia,2013-06-28,1.846272,5.5,112.0,"Comedy, Drama",False
Pregnancy Pact,2010-01-23,4.010044,4.9,87.0,Drama,False
Dark Corners,2006-05-10,6.636622,5.5,92.0,"Horror, Thriller",False
Animals,2008-11-05,5.27828,3.8,88.0,"Horror, Thriller",False
Demetri Martin: Live (At The Time),2015-08-14,0.955714,8.0,61.0,,False
Flashback,2000-04-06,0.334523,6.0,95.0,"Horror, Foreign",False
Flashback,1969-10-01,0.110314,5.0,106.0,"War, Drama",False
Flight Angels,1940-05-18,0.004679,0.0,74.0,Drama,False
Government Girl,1943-11-05,0.216485,5.5,93.0,"Comedy, Romance",False
Having Wonderful Time,1938-07-01,0.663617,4.3,70.0,"Comedy, Romance",False
A Hill in Korea,1956-09-18,1.289579,7.0,80.0,"War, Drama, History",False
Hendrix,2000-09-17,0.923745,5.2,100.0,"Music, Drama",False
Her Cardboard Lover,1942-06-01,0.03663,5.5,93.0,"Romance, Comedy",False
Hero's Island,1962-09-16,1.643527,2.0,0.0,"Action, Adventure, Drama",False
Holy Matrimony,1943-08-24,0.613323,7.0,87.0,"Comedy, Drama",False
Hard Time: Hostage Hotel,1999-11-14,0.159992,5.3,88.0,"TV Movie, Action, Thriller",False
In the Arms of a Killer,1992-01-05,0.00022,2.8,93.0,Thriller,False
It's Tough to Be Famous,1932-04-02,0.110358,0.0,79.0,"Comedy, Drama",False
Moving Target,1996-11-26,0.486184,5.1,106.0,,False
Out on a Limb,1987-01-18,0.600304,0.0,235.0,,False
Peter Pan,2000-10-10,0.315904,7.2,104.0,"Music, Family, Fantasy, TV Movie",False
Peter Pan,1924-12-29,0.271782,6.0,105.0,,False
"Rock, Paper, Scissors",2012-06-22,0.191452,6.1,100.0,"Drama, Action, Crime",False
Round Trip to Heaven,1992-09-02,0.506262,7.0,97.0,,False
Society Lawyer,1939-03-21,0.134254,5.5,77.0,Drama,False
Street Kings 2: Motor City,2011-07-15,1.718239,4.2,93.0,"Crime, Drama, Thriller",False
Tapped Out,2014-05-27,1.849147,5.4,105.0,"Action, Drama",False
The 25th Hour,1967-04-26,1.310994,7.5,121.0,"Drama, War",False
The Cabining,2014-05-03,0.232337,5.4,0.0,"Thriller, Horror",False
The Marseille Contract,1974-09-04,0.786388,6.7,89.0,"Crime, Thriller",False
Jo,1971-08-31,3.39109,7.1,85.0,Comedy,False
The Great Garrick,1937-10-30,0.88523,5.0,89.0,"Comedy, Romance",False
The Naked and the Dead,1958-08-06,0.70288,3.5,131.0,War,False
The Narrow Corner,1933-07-07,0.001669,0.0,69.0,Drama,False
The Premonition,1976-05-19,0.717077,4.4,94.0,"Thriller, Science Fiction, Horror",False
Tio Papi,2013-09-06,0.144015,5.5,90.0,,False
Breaking at the Edge,2013-01-01,1.598702,4.2,0.0,"Thriller, Horror",False
Who's Minding The Mint?,1967-09-26,0.111773,8.3,97.0,"Comedy, Romance",False
Spiderwebhouse,2015-02-08,0.905246,7.5,90.0,"Drama, Fantasy",False
Cyber Wars,2004-01-01,1.157129,6.8,103.0,"Action, Drama, Science Fiction, Thriller",False
Spoiler,1998-09-15,0.972229,8.0,99.0,"Science Fiction, Thriller, Horror",False
Meatball Machine,2005-01-01,1.1965,5.4,90.0,"Foreign, Horror, Science Fiction",False
Chop,2011-05-07,0.63181,5.3,98.0,"Comedy, Horror, Thriller",False
Deathline,1997-12-22,0.325371,4.4,93.0,"Action, Drama, Science Fiction, Thriller",False
Cyber City Oedo 808,1990-01-01,0.008267,6.0,149.0,"Animation, Science Fiction, Horror, Action, Crime",False
"Hard Revenge, Milly: Bloody Battle",2009-07-11,0.277164,4.6,74.0,"Drama, Action, Science Fiction, Foreign",False
"Hard Revenge, Milly",2008-08-09,0.71776,4.6,44.0,"Horror, Action, Thriller, Foreign",False
The Battle of Chernobyl,2006-05-05,0.223721,6.7,93.0,"Documentary, History",False
Sugarhouse,2007-08-24,0.768302,6.6,90.0,"Drama, Thriller, Foreign",False
Water Damage,1999-07-30,0.301305,2.0,98.0,Thriller,False
True Skin,2012-10-10,0.424518,6.6,6.0,,False
One Man Force,1989-09-21,0.005568,4.0,92.0,"Crime, Action, Drama",False
Terminal Justice,1996-04-01,0.436341,6.0,94.0,"Action, Science Fiction, Thriller",False
Humanity's End,2009-01-01,0.986736,2.3,86.0,"Action, Adventure, Drama, Science Fiction, Thriller",False
The Madness of Youth,1960-10-08,0.266545,6.8,71.0,,False
My Twentieth Century,1989-01-01,0.398808,4.0,104.0,,False
Time Stands Still,1982-10-07,0.000844,5.0,99.0,Drama,False
Kill Your Friends,2015-11-06,5.846711,5.9,100.0,"Comedy, Crime, Thriller",False
Nina Forever,2015-03-14,3.149665,5.5,98.0,"Horror, Comedy, Romance",False
Equals,2015-07-15,19.803969,5.9,101.0,"Drama, Romance, Science Fiction",True
Invincible Shaolin,1978-11-19,1.898671,6.5,98.0,Action,False
Star Trek: Renegades,2015-08-01,3.02229,4.4,88.0,"Action, Science Fiction, Adventure, Fantasy",False
Scouts Guide to the Zombie Apocalypse,2015-10-23,20.683405,6.2,93.0,"Comedy, Horror",False
Racquet,1979-12-30,0.320804,3.5,87.0,Comedy,False
We Come as Friends,2014-01-18,0.225555,6.5,110.0,Documentary,False
Portrait of Jason,1967-09-29,0.333788,7.8,105.0,Documentary,False
Muhammad: The Messenger of God,2015-02-09,1.173732,5.6,171.0,"Drama, History",False
Sexy Evil Genius,2013-04-09,4.542951,6.2,85.0,"Comedy, Drama, Mystery",False
Paranormal Activity: Tokyo Night,2010-11-20,4.677365,5.5,91.0,"Horror, Thriller",False
Suffragette,2015-10-16,8.093442,7.1,106.0,"Drama, History",True
Eskimo,1933-11-14,0.43699,0.0,117.0,Drama,False
Joker Game,2015-01-31,0.987496,5.9,108.0,"Action, Thriller",False
Guidance,2014-09-04,1.186123,5.3,83.0,Comedy,False
The 7th Day,2004-04-23,1.447963,6.4,103.0,Drama,False
Sweet Bean,2015-05-30,4.419952,7.0,113.0,Drama,False
My Friend Victoria,2014-12-31,0.696188,6.1,95.0,Drama,False
Dégradé,2015-05-17,0.144933,7.7,85.0,"Comedy, Drama",False
War,2014-09-21,0.731356,5.0,106.0,Drama,True
Flowers,2014-10-10,1.138515,6.7,99.0,Drama,False
Los tontos y los estúpidos,2014-10-03,0.078877,8.0,95.0,,False
Stand,2014-06-20,0.015297,0.0,87.0,,False
The Marquis,2011-03-09,6.213759,5.0,88.0,Comedy,False
Hate Crime,2006-03-16,0.310181,5.9,104.0,"Drama, Thriller",False
Thief,2006-03-27,0.908246,7.8,360.0,"Crime, Drama, Thriller, TV Movie",False
Clannad: The Motion Picture,2007-09-15,1.664222,6.4,94.0,"Animation, Drama",False
Interviews with My Lai Veterans,1971-02-25,0.041681,5.5,22.0,"Documentary, War",False
Vanishing of the Bees,2009-10-09,0.792574,7.3,96.0,Documentary,False
Rising from Ashes,2013-08-02,0.082464,6.0,82.0,,False
Extinction: The G.M.O. Chronicles,2011-01-01,1.526679,5.1,114.0,"Drama, Horror, Science Fiction",False
The New Black,2014-02-12,0.069292,8.0,80.0,Documentary,False
Oscenità,1980-02-14,0.335692,9.0,84.0,Drama,False
Keep On Keepin’ On,2014-08-08,0.804915,6.9,86.0,Documentary,False
"Andrew Jenks, Room 335",2008-01-15,0.096034,10.0,90.0,,False
The 50 Year Argument,2014-06-29,1.3485,7.3,95.0,Documentary,False
Peppermint Frappe,1967-10-09,0.597655,6.3,92.0,"Thriller, Drama",False
From a Place of Darkness,2008-03-25,0.582832,0.0,84.0,"Drama, Thriller, Horror",False
In the Dust of the Stars,1976-07-01,0.704362,3.3,98.0,Science Fiction,False
Lost Rivers,2013-03-01,0.021035,0.0,72.0,Documentary,False
The High Sun,2015-05-12,1.129184,6.5,123.0,Drama,False
Blades of Blood,2010-04-28,1.471126,6.2,108.0,"History, Action, Drama",False
Memory Vague,2009-06-01,0.005136,0.0,33.0,Music,False
Young Girls in Black,2010-05-18,0.087967,6.0,85.0,Drama,False
The Hunchback of Notre Dame II,2002-02-05,7.758492,5.1,68.0,"Adventure, Animation, Family, Romance",False
HK: Forbidden Super Hero,2013-04-13,4.095284,6.3,90.0,"Action, Comedy",False
Lollipop Monster,2011-02-14,0.482273,6.9,90.0,Drama,False
Starve,2014-10-03,1.228646,5.2,98.0,"Thriller, Horror",False
Moscow-Cassiopeia,1973-09-23,0.446074,4.0,85.0,"Science Fiction, Family, Adventure, Comedy",False
Mythica: The Darkspore,2015-06-24,4.680888,5.4,108.0,"Action, Adventure, Fantasy",False
Assassins Tale,2013-01-01,1.700323,4.8,91.0,"Action, Crime, Thriller",False
Fort Tilden,2014-03-08,1.336467,5.1,95.0,Comedy,False
Some Voices,2000-08-25,0.794749,6.8,101.0,"Comedy, Drama",False
Slimtime,2010-10-01,0.521227,5.7,8.0,"Comedy, Animation",False
Moss,2010-07-14,1.434476,6.9,163.0,"Drama, Thriller, Crime, Mystery",False
Wanderlust,2006-07-12,0.195999,6.0,84.0,"Drama, Comedy, Documentary, Romance, History",False
The Price of Sex,2011-04-09,0.129413,5.0,73.0,Documentary,False
Lúdas Matyi,1977-04-06,0.002001,5.5,0.0,Animation,False
As One,2012-05-03,1.425764,7.5,127.0,Drama,False
Retrieval,2006-11-17,0.227356,4.3,103.0,Drama,False
Gun-shy,2003-01-01,0.758908,6.7,105.0,"Crime, Drama, Thriller",False
Veteran,2015-08-05,3.631863,7.1,124.0,"Action, Comedy, Crime, Thriller",False
Assassination,2015-07-22,6.346176,7.3,140.0,"Action, Drama, History, Thriller",False
Race to Nowhere,2009-12-31,0.246243,6.0,85.0,Documentary,False
Turbo Kid,2015-08-14,16.304654,6.8,95.0,"Action, Adventure, Comedy, Science Fiction",False
Oh How It Hurts 66,1966-06-06,0.794776,6.8,99.0,"Comedy, Family",False
Wasted on the Young,2010-06-13,1.948284,5.3,97.0,"Drama, Thriller, Romance",False
Dadnapped,2009-01-01,6.60929,4.6,84.0,"TV Movie, Action, Adventure, Comedy, Family",False
Disappearing Acts,2000-12-09,1.15989,5.3,115.0,"TV Movie, Romance, Drama",False
¿Quién mató a Bambi?,2013-11-15,1.926826,5.7,0.0,Comedy,False
Bergman Island,2004-04-08,0.143609,7.0,85.0,"Documentary, Foreign",False
Billy Wilder Speaks,2006-06-22,0.183492,6.6,71.0,Documentary,False
Body and Soul,1925-11-09,0.203673,6.8,102.0,"Drama, Romance",False
Evergreen,1934-04-01,0.22538,4.5,94.0,"Comedy, Romance, Music",False
One Love,2011-11-09,0.403726,6.0,0.0,"Drama, Romance",False
Let There Be Light,1946-12-16,0.232099,7.0,58.0,Documentary,True
Paulina,2015-06-18,1.046181,6.7,103.0,"Drama, Thriller",False
Report from the Aleutians,1943-07-30,0.62555,5.0,47.0,Documentary,False
The Princess of Nebraska,2008-06-20,0.664931,5.4,77.0,Drama,False
The Absent,2014-08-11,0.055526,5.0,80.0,,False
Mademoiselle Fifi,1944-01-01,0.128057,4.7,69.0,"Drama, War",False
Miracle on Ice,1981-03-01,0.818768,3.9,150.0,"Drama, Family",False
One on One,2014-05-22,0.8505,5.5,122.0,"Drama, Crime",False
Rocky Marciano,1999-05-15,1.238427,5.5,100.0,Drama,False
So This Is College,1929-11-08,0.345752,0.0,98.0,,False
The Gay Deception,1935-09-13,0.005244,0.0,77.0,Comedy,False
The Glory Stompers,1967-01-01,0.233983,6.7,85.0,"Action, Drama",False
The Last Keepers,2013-01-04,4.270228,4.8,85.0,Fantasy,False
The Naked Truth,1957-12-03,0.59292,6.6,91.0,Comedy,False
Bridgend,2015-01-22,1.442316,6.0,95.0,Drama,False
Zurich,2015-02-19,0.907234,6.3,89.0,Drama,False
You and the Night,2013-05-13,1.089444,6.5,92.0,"Romance, Drama, Comedy",False
Papanasam,2015-07-03,0.569463,7.4,181.0,"Crime, Drama, Family, Thriller",False
Napoletani a Milano,1953-09-05,0.089436,6.8,0.0,,False
The Bad Education Movie,2015-08-21,2.458948,5.5,90.0,Comedy,True
Santa Baby,2006-12-10,0.449333,5.1,89.0,"TV Movie, Comedy, Family",False
The Unauthorized Saved by the Bell Story,2014-09-01,0.948724,4.9,88.0,"TV Movie, Drama, Comedy",False
We Are Your Friends,2015-08-26,9.023686,6.3,96.0,"Drama, Music, Romance",True
Soul Boys of the Western World,2014-09-30,0.53506,5.4,102.0,"Documentary, Music",False
2033,2010-02-05,0.472025,3.3,100.0,"Adventure, Science Fiction",False
Wild Combination: A Portrait of Arthur Russell,2008-09-26,0.118612,6.3,71.0,Documentary,False
For the Love of Money,2012-06-08,0.983569,5.6,93.0,"Drama, Action, Thriller, Crime",False
SoulBoy,2010-06-04,3.569699,6.3,0.0,"Comedy, Drama, Music",False
Hawks,1988-08-05,1.060228,5.1,110.0,"Drama, Comedy, Foreign",False
Marine Battleground,1963-04-11,0.301689,5.0,110.0,,False
Ga-ga: Glory to the Heroes,1986-09-26,0.008267,5.7,84.0,"Comedy, Science Fiction, Horror, Drama",False
War Room,2015-08-28,5.384163,6.9,120.0,Drama,False
Shield of Straw,2013-04-25,1.787465,6.0,125.0,Thriller,False
Return to Ithaca,2014-10-30,1.15553,5.5,95.0,"Drama, Comedy",False
Summertime,2015-08-19,4.425995,6.6,105.0,"Comedy, Drama, Romance",False
Joseph: King of Dreams,2000-11-07,7.18782,6.4,74.0,"Music, Family, Animation",True
Screen Directors Playhouse:  Meet the Governor,1955-10-05,0.001243,0.0,30.0,Comedy,False
Tom and Jerry,1955-11-30,0.001181,0.0,30.0,"Romance, Comedy, Drama",False
The Seine Meets Paris,1957-11-20,0.34842,7.5,31.0,Documentary,False
Hurricane of Fun: The Making of Wet Hot,2015-07-31,1.172748,6.5,64.0,Documentary,False
Legend,2015-09-09,11.187833,6.7,131.0,"Crime, Thriller",True
Anesthesia,2016-01-08,4.440982,6.0,90.0,"Drama, Thriller",True
The Outcasts,2017-04-14,10.591249,7.1,95.0,Comedy,True
Elephant Song,2014-09-04,3.521503,7.4,110.0,Drama,False
Side Street Story,1951-04-17,0.493066,7.3,84.0,Comedy,False
Drishyam,2015-07-31,3.962602,7.5,163.0,"Crime, Drama, Mystery, Thriller",True
Phantom,2015-08-28,1.576664,5.5,136.0,"Thriller, Action",True
Assassin,1969-01-16,0.001185,0.0,78.0,"Thriller, Drama",False
Disaster Playground,,0.001405,0.0,67.0,Documentary,False
Animals,2014-05-15,1.748668,6.2,90.0,Drama,False
Addicted to Fresno,2015-09-01,1.732968,5.0,85.0,Comedy,False
Queen of Earth,2015-08-26,3.634485,6.2,90.0,"Drama, Mystery, Thriller",False
Blind Man,2012-03-06,0.773371,5.9,94.0,"Thriller, Action",False
Deathgasm,2015-08-28,7.391953,6.4,86.0,"Comedy, Horror",False
I Am Evel Knievel,2014-09-10,1.16603,6.7,94.0,Documentary,False
All the Boys Are Called Patrick,1959-10-03,0.244688,6.1,21.0,Comedy,False
Therapy for a Vampire,2014-12-19,1.08423,5.9,85.0,Comedy,False
Silent Heart,2014-11-13,1.872988,6.2,98.0,Drama,False
Mr. & Mrs. Incredible,2011-02-03,0.473097,5.0,100.0,"Action, Comedy, Romance",False
Daughter of the Lake,2015-08-27,0.418226,8.3,87.0,Documentary,False
Dresden,2006-03-05,3.462206,6.6,180.0,"Drama, History",False
Grantham and Rose,2014-03-23,0.428953,6.8,90.0,"Comedy, Drama",False
Days of Hope,1975-09-11,0.629215,5.0,395.0,"War, Drama, TV Movie, History",False
Shoot First And Pray You Live,2008-12-04,0.045914,6.0,110.0,"Adventure, Western, Action",False
The Italian,1915-01-01,0.113836,6.0,78.0,Drama,False
Nice Guy,2012-01-06,0.012572,0.0,89.0,"Drama, Crime",False
Childless,2015-04-03,0.428473,4.5,90.0,,False
The Danish Girl,2015-11-27,11.245661,7.4,120.0,Drama,True
The Man Whose Mind Exploded,2014-06-13,0.743082,6.0,77.0,Documentary,False
Underdog,2014-09-26,0.746802,7.5,97.0,Drama,False
Stag Night of the Dead,2010-10-31,0.650044,3.8,81.0,"Horror, Comedy",False
Area 51,2015-05-15,6.055594,4.3,91.0,"Horror, Thriller, Science Fiction",False
Forbidden Area,1956-10-04,0.451961,6.0,90.0,Drama,False
The Comedian,1957-02-14,0.621443,5.0,90.0,,False
Prototype,1992-12-23,0.214778,4.8,98.0,"Science Fiction, Drama, Fantasy",False
Latin Lover,2015-03-19,2.774803,5.7,104.0,"Drama, Comedy",False
Deaf Smith & Johnny Ears,1973-03-29,0.910314,6.0,91.0,Western,False
L♡DK,2014-04-12,0.923746,6.8,113.0,"Romance, Drama",False
Street Fighter Alpha - The Movie,1999-12-22,0.837228,6.2,100.0,"Action, Animation",False
Cooties,2014-10-10,7.350821,5.4,88.0,"Action, Comedy, Horror",False
The Kung Fu Instructor,1979-06-16,0.244392,5.5,100.0,"Action, Foreign",False
Forgotten Tune for the Flute,1987-10-23,0.215456,4.5,134.0,"Drama, Romance, Comedy",False
Station for Two,1982-06-06,1.208227,6.7,141.0,"Drama, Romance, Comedy",False
A Summer to Remember,1960-08-12,0.353118,4.7,80.0,"Drama, Comedy, Family",False
Autumn Marathon,1979-06-06,1.095033,7.1,89.0,"Comedy, Drama",False
The Most Charming and Attractive,1985-06-06,0.671173,5.8,89.0,"Comedy, Romance",False
The Captivating Star of Happiness,1975-11-11,0.160677,5.7,167.0,"Drama, Romance, History",False
12 Chairs,1976-12-31,0.778283,7.4,290.0,"Adventure, Comedy",False
Ordinary Miracle,1978-01-01,1.619638,7.6,137.0,"Drama, Comedy, Romance, Fantasy",False
Old Men: Robbers,1971-01-01,0.127571,6.7,92.0,Comedy,False
Carnival Night,1956-12-29,0.514901,5.8,78.0,Comedy,False
Old Hags,2000-03-03,0.38494,5.7,128.0,"Drama, Comedy",False
The Garage,1979-06-06,1.093057,6.9,101.0,"Comedy, Drama",False
A Key to the Bedroom,2003-04-18,0.038161,1.0,136.0,"Comedy, Romance",False
Unbelievable Adventures of Italians in Russia,1974-01-01,2.101817,6.1,104.0,"Comedy, Adventure",False
Girl without an Address,1957-01-01,0.202153,5.0,90.0,"Comedy, Romance",False
For the Matches,1980-01-18,0.402254,6.2,100.0,Comedy,False
It Can't Be!,1975-10-23,0.652075,6.7,100.0,Comedy,False
Incognito from St.Petersburg,1977-01-01,0.175357,6.0,91.0,Comedy,False
Sportloto-82,1982-06-06,0.649651,6.5,95.0,Comedy,False
Running the Sahara,2009-03-09,0.421258,6.5,102.0,Documentary,False
12 Chairs,1971-06-21,3.153779,7.3,161.0,"Adventure, Comedy",False
Steve Jobs: The Man in the Machine,2015-08-07,5.019486,6.4,129.0,Documentary,False
Inkubus,2011-10-28,0.460958,4.9,82.0,Horror,False
Wasting Away,2007-10-16,0.630617,5.6,90.0,"Comedy, Horror",False
Among Friends,2012-07-08,3.825472,4.1,80.0,"Comedy, Horror",False
Ejecta,2014-09-24,1.860814,3.6,82.0,Science Fiction,False
"OMG, I'm a Robot!",2015-08-06,0.091121,10.0,90.0,"Comedy, Science Fiction",False
Broken Horses,2015-03-15,12.971415,5.0,101.0,"Thriller, Mystery, Drama, Crime",False
WTF,2014-03-05,1.569352,3.8,81.0,Comedy,False
Burnout,2014-08-24,1.109389,7.1,93.0,"Action, Comedy",False
Green Room,2016-04-15,8.4702,6.7,95.0,"Horror, Crime, Thriller",True
Last Embrace,1979-05-04,1.483958,5.8,102.0,"Thriller, Mystery, Romance",False
"One-Two, Soldiers Were Going...",1976-06-06,0.056391,7.0,87.0,"Drama, War",False
The Overcoat,1959-02-02,0.057513,6.0,75.0,,False
The Adventures of Buratino,1975-12-20,1.00512,5.4,132.0,"Family, Fantasy, Adventure",False
Freeway: Crack in the System,2014-10-24,0.135776,9.0,103.0,Documentary,True
A Bunny's Tale,1985-02-25,0.049482,5.0,104.0,,False
A Diva's Christmas Carol,2000-12-13,1.046687,4.8,120.0,"Family, Comedy",False
The Dress,1996-03-21,0.670145,7.0,103.0,"Comedy, Drama",False
Man Follows Birds,1976-12-01,0.035351,5.0,87.0,Drama,False
Beasts of No Nation,2015-09-11,11.732546,7.6,137.0,"Drama, War",True
Earth's Golden Playground,2015-03-13,0.05488,0.0,106.0,Documentary,False
The Magic of Heineken,2014-09-19,0.329432,0.0,102.0,Documentary,False
Psychopathia Sexualis,2006-06-08,0.474898,5.0,102.0,"Drama, Romance",False
Limited Partnership,2014-06-14,0.01552,0.0,74.0,Documentary,False
Hell and Mr Fudge,2012-07-07,0.126732,0.0,95.0,Drama,False
Gabriel,2014-04-17,0.877002,7.3,88.0,"Drama, Family, Thriller",False
The Reader,1988-08-17,1.032773,4.4,98.0,"Comedy, Drama",False
Pernicious,2015-06-15,1.378801,4.7,90.0,Horror,False
Red Knot,2014-05-31,0.847311,5.6,82.0,Drama,False
Dirty Weekend,2015-09-04,2.963863,5.2,93.0,"Drama, Comedy",False
The Activist,2014-03-07,0.400945,4.0,90.0,Thriller,False
The Rise of the Krays,2015-08-29,2.126507,4.5,110.0,Crime,False
Dude Bro Party Massacre III,2015-06-13,1.933788,6.2,91.0,"Horror, Comedy",False
Underdog Kids,2015-06-07,0.561918,4.1,94.0,"Family, Action",False
Glass Chin,2014-04-19,0.835154,5.5,87.0,"Drama, Thriller",False
The Lady in the Van,2015-11-13,5.799373,6.0,104.0,"Comedy, Drama",False
He Named Me Malala,2015-09-12,2.20137,5.6,87.0,Documentary,True
